acc_ref,veh_ref,cas_ref,cas_class,cas_sex,cas_age,cas_severe,ped_locn,ped_mvmnt,ped_dirn,pupil_cas,seat_belt,car_pssngr,psv_pssngr,school,postcode,dtp_proj,pol_la_pro,text_id,cas_type,address,Distance to Accident
46310,1,1,Pedestrian,Male,57,Serious,In carriageway not crossing,Unknown,Pedestrian sta,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH38AA,,,0,Pedestrian,unset,No Postcode Info.
46510,1,1,Vehicle or pillion passenger,Male,17,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Rear car seat passenger,Not a psv passenger,,EH165DW,,,0,Car Passenger,unset,0.8259 km
47310,2,1,Driver or Rider,Male,21,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH52LB,,,0,Motorcyclist Driver,unset,No Postcode Info.
48410,1,1,Driver or Rider,Male,33,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH89TJ,,,0,LGV Driver,unset,No Postcode Info.
49910,1,1,Driver or Rider,Male,56,Serious,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH52GA,,,0,Motorcyclist Driver,unset,No Postcode Info.
53710,2,1,Driver or Rider,Male,22,Serious,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH165XP,,,0,Ped Cyclist Driver,unset,8.798 km
57010,1,1,Pedestrian,Female,16,Slight,In carriageway crossing elsewhere,Crossing from drivers offside-masked by parked or stationary vehicle,S,Pupil on journey to/from school,Not car or van,Not car passenger,Not a psv passenger,,EH105LH,,,0,Pedestrian,unset,0.3018 km
57110,1,1,Driver or Rider,Female,73,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH216HS,,,0,Car Driver,unset,5.530 km
57110,1,2,Vehicle or pillion passenger,Female,69,Serious,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH217TJ,,,0,Car Passenger,unset,6.353 km
57410,2,1,Driver or Rider,Male,37,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH128YB,,,0,Motorcyclist Driver,unset,1.701 km
57510,2,1,Driver or Rider,Male,36,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH142SJ,,,0,Car Driver,unset,6.944 km
58610,2,1,Driver or Rider,Male,48,Serious,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH164FH,,,0,Ped Cyclist Driver,unset,No Postcode Info.
58910,2,1,Driver or Rider,Male,29,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,G208LB,,,0,Ped Cyclist Driver,unset,No Postcode Info.
60310,1,1,Pedestrian,Male,19,Serious,In carriageway crossing elsewhere,Crossing from drivers nearside,W,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,1,,,0,Pedestrian,unset,No Postcode Info.
61310,2,1,Vehicle or pillion passenger,Female,66,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH223EE,,,0,Car Passenger,unset,3.552 km
66710,2,1,Driver or Rider,Female,68,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH394HH,,,0,Car Driver,unset,38.81 km
67310,2,1,Driver or Rider,Female,21,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH309RJ,,,0,Car Driver,unset,5.586 km
68110,1,1,Pedestrian,Male,22,Slight,On footway or verge,Unknown,E,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH143ES,,,0,Pedestrian,unset,0.2180 km
68610,2,1,Driver or Rider,Female,48,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH128BN,,,0,Ped Cyclist Driver,unset,0.2601 km
68810,2,1,Driver or Rider,Male,74,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH111LN,,,0,Ped Cyclist Driver,unset,0.07650 km
69110,2,1,Driver or Rider,Male,28,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH74NY,,,0,Ped Cyclist Driver,unset,No Postcode Info.
69810,1,1,Driver or Rider,Male,48,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH178UT,,,0,Car Driver,unset,No Postcode Info.
69810,2,2,Driver or Rider,Male,17,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH181LW,,,0,Motorcyclist Driver,unset,3.477 km
71210,1,2,Vehicle or pillion passenger,Female,30,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,DN106QS,,,0,Car Passenger,unset,No Postcode Info.
71210,2,1,Driver or Rider,Female,29,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,M456BG,,,0,Car Driver,unset,No Postcode Info.
72010,1,1,Driver or Rider,Male,73,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH113HZ,,,0,Car Driver,unset,0.6870 km
72310,1,1,Pedestrian,Female,12,Slight,In carriageway crossing elsewhere,Crossing from drivers nearside-masked by parked or stationary vehicle,S,Pupil on journey to/from school,Not car or van,Not car passenger,Not a psv passenger,,EH152QZ,,,0,Pedestrian,unset,No Postcode Info.
73310,1,1,Pedestrian,Female,69,Serious,In carriageway crossing elsewhere,Crossing from drivers offside,NW,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH165EL,,,0,Pedestrian,unset,1.130 km
75010,2,1,Driver or Rider,Male,55,Serious,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH142HE,,,0,Ped Cyclist Driver,unset,0.4661 km
75110,1,1,Pedestrian,Male,70,Slight,In carriageway crossing elsewhere,Unknown,Unknown,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH177SA,,,0,Pedestrian,unset,0.5432 km
75210,2,1,Driver or Rider,Male,44,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH129BT,,,0,Car Driver,unset,3.009 km
75510,2,1,Vehicle or pillion passenger,Female,61,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH309QA,,,0,Car Passenger,unset,6.028 km
77110,1,1,Vehicle or pillion passenger,Female,6,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Rear car seat passenger,Not a psv passenger,,EH496NE,,,0,Car Passenger,unset,8.024 km
77310,2,1,Driver or Rider,Male,33,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,FK28AJ,,,0,Car Driver,unset,No Postcode Info.
77310,2,2,Vehicle or pillion passenger,Male,29,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,1,,,0,Car Passenger,unset,No Postcode Info.
79710,1,1,Pedestrian,Female,74,Slight,In carriageway crossing elsewhere,Unknown,S,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH141RB,,,0,Pedestrian,unset,0.07801 km
79810,1,1,Driver or Rider,Female,18,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH216TW,,,0,Car Driver,unset,6.286 km
79910,2,1,Vehicle or pillion passenger,Female,44,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Boarding,,EH87RS,,,0,Bus/coach Passenger,unset,No Postcode Info.
79910,2,2,Vehicle or pillion passenger,Female,75,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Sitting passenger,,EH128TJ,,,0,Bus/coach Passenger,unset,1.314 km
80310,2,1,Driver or Rider,Male,52,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH166YD,,,0,Ped Cyclist Driver,unset,6.523 km
81810,1,1,Pedestrian,Male,13,Slight,In carriageway crossing elsewhere,Crossing from drivers nearside-masked by parked or stationary vehicle,S,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,1,,,0,Pedestrian,unset,No Postcode Info.
82310,1,1,Pedestrian,Male,59,Slight,In carriageway crossing elsewhere,Crossing from drivers offside,E,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH164BN,,,0,Pedestrian,unset,No Postcode Info.
83410,2,1,Driver or Rider,Female,53,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH394PW,,,0,Car Driver,unset,27.46 km
83410,3,2,Vehicle or pillion passenger,Male,27,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Rear car seat passenger,Not a psv passenger,,1,,,0,Car Passenger,unset,No Postcode Info.
84410,1,1,Pedestrian,Female,30,Serious,"In carriageway, crossing on pedestrian facility",Crossing from drivers nearside-masked by parked or stationary vehicle,W,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH114NB,,,0,Pedestrian,unset,7.707 km
84910,2,1,Driver or Rider,Female,33,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH218PJ,,,0,Car Driver,unset,5.311 km
86010,1,1,Pedestrian,Female,13,Slight,In carriageway crossing elsewhere,Unknown,S,Pupil on journey to/from school,Not car or van,Not car passenger,Not a psv passenger,,EH42AU,,,0,Pedestrian,unset,0.1140 km
86910,2,1,Driver or Rider,Male,29,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH42SS,,,0,Car Driver,unset,No Postcode Info.
88910,1,1,Pedestrian,Male,9,Serious,Unknown,Unknown,Unknown,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH165ER,,,0,Pedestrian,unset,0.1007 km
89810,1,1,Driver or Rider,Female,41,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH125UL,,,0,Ped Cyclist Driver,unset,3.889 km
90010,2,1,Driver or Rider,Male,45,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH113TB,,,0,Motorcyclist Driver,unset,2.297 km
90510,2,1,Driver or Rider,Female,57,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH76PX,,,0,Car Driver,unset,No Postcode Info.
90810,2,1,Driver or Rider,Male,28,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH143BU,,,0,Ped Cyclist Driver,unset,2.215 km
92210,2,1,Driver or Rider,Male,44,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH87SF,,,0,Car Driver,unset,No Postcode Info.
93210,1,1,Pedestrian,Female,85,Slight,In carriageway crossing elsewhere within 50 metres of pedestrian crossing,Unknown,W,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH113DL,,,0,Pedestrian,unset,2.785 km
93310,1,1,Pedestrian,Female,79,Serious,In carriageway crossing elsewhere within 50 metres of pedestrian crossing,Crossing from drivers nearside,W,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH46JR,,,0,Pedestrian,unset,No Postcode Info.
93710,2,1,Driver or Rider,Male,66,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH142HJ,,,0,Car Driver,unset,3.775 km
94910,2,1,Driver or Rider,Male,28,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH497LP,,,0,Ped Cyclist Driver,unset,24.68 km
95110,2,1,Driver or Rider,Male,41,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,KY119SY,,,0,Motorcyclist Driver,unset,No Postcode Info.
96310,1,1,Driver or Rider,Female,20,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH107HS,,,0,Car Driver,unset,7.702 km
96710,2,1,Driver or Rider,Male,58,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH139AF,,,0,Car Driver,unset,5.284 km
96810,2,1,Vehicle or pillion passenger,Female,80,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH221SB,,,0,Car Passenger,unset,7.810 km
97010,1,1,Pedestrian,Male,12,Slight,In carriageway crossing elsewhere,Crossing from drivers nearside,E,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH52LA,,,0,Pedestrian,unset,No Postcode Info.
99010,2,1,Driver or Rider,Female,23,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH114QW,,,0,LGV Driver,unset,10.55 km
100410,2,1,Driver or Rider,Male,39,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,KY112HE,,,0,Motorcyclist Driver,unset,No Postcode Info.
101510,1,1,Driver or Rider,Male,50,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH309JF,,,0,Car Driver,unset,3.002 km
102110,2,1,Driver or Rider,Male,33,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH234PG,,,0,LGV Driver,unset,23.68 km
103910,1,1,Driver or Rider,Female,40,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH530NH,,,0,Car Driver,unset,12.12 km
106110,1,1,Driver or Rider,Male,17,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH114PX,,,0,Ped Cyclist Driver,unset,0.06660 km
106510,1,1,Pedestrian,Female,88,Slight,Unknown,Unknown,Unknown,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH74HP,,,0,Pedestrian,unset,No Postcode Info.
107010,2,1,Driver or Rider,Female,33,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH66EL,,,0,Ped Cyclist Driver,unset,No Postcode Info.
107210,1,1,Pedestrian,Female,12,Slight,In carriageway crossing elsewhere within 50 metres of pedestrian crossing,Crossing from drivers nearside-masked by parked or stationary vehicle,E,Pupil on journey to/from school,Not car or van,Not car passenger,Not a psv passenger,,EH76LT,,,0,Pedestrian,unset,No Postcode Info.
108210,2,1,Driver or Rider,Male,59,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH332LL,,,0,Ped Cyclist Driver,unset,13.89 km
109410,1,1,Pedestrian,Male,38,Slight,In carriageway not crossing,In carriageway stationary-not crossing (standing or playing),Unknown,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH111HA,,,0,Pedestrian,unset,2.878 km
111710,1,1,Driver or Rider,Female,26,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,KY83QA,,,0,Car Driver,unset,No Postcode Info.
112010,1,1,Pedestrian,Male,26,Slight,In carriageway crossing elsewhere,Crossing from drivers nearside,W,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH166BL,,,0,Pedestrian,unset,1.569 km
114110,1,1,Pedestrian,Male,36,Slight,In carriageway crossing elsewhere,Crossing from drivers offside,SW,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH76EA,,,0,Pedestrian,unset,No Postcode Info.
115410,1,1,Pedestrian,Male,26,Slight,In carriageway not crossing,In carriageway stationary-not crossing (standing or playing),E,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH125RP,,,0,Pedestrian,unset,2.951 km
118610,2,1,Driver or Rider,Male,21,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH164FD,,,0,Ped Cyclist Driver,unset,No Postcode Info.
118910,2,1,Driver or Rider,Female,20,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH165HP,,,0,Ped Cyclist Driver,unset,0.7610 km
120210,1,1,Driver or Rider,Male,42,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH44UU,,,0,Motorcyclist Driver,unset,No Postcode Info.
122510,1,1,Vehicle or pillion passenger,Female,25,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH87LZ,,,0,Car Passenger,unset,No Postcode Info.
122710,1,1,Driver or Rider,Female,41,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH130AT,,,0,Car Driver,unset,0.9374 km
123010,1,1,Pedestrian,Female,45,Slight,In carriageway crossing elsewhere,Crossing from drivers nearside,SE,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH64AU,,,0,Pedestrian,unset,0.2138 km
123710,2,1,Driver or Rider,Male,25,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH21DR,,,0,Ped Cyclist Driver,unset,No Postcode Info.
124210,1,1,Driver or Rider,Female,20,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH177SG,,,0,Motorcyclist Driver,unset,11.37 km
129510,1,1,Pedestrian,Female,14,Slight,In carriageway crossing elsewhere within 50 metres of pedestrian crossing,Crossing from drivers nearside-masked by parked or stationary vehicle,W,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH127JU,,,0,Pedestrian,unset,0.1045 km
131910,1,1,Pedestrian,Female,44,Slight,On refuge or central island or reservation,Crossing from drivers offside,S,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH92DL,,,0,Pedestrian,unset,No Postcode Info.
132410,1,1,Vehicle or pillion passenger,Male,83,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Boarding,,EH76HJ,,,0,Bus/coach Passenger,unset,1.115 km
132710,1,1,Driver or Rider,Male,32,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH87SE,,,0,Motorcyclist Driver,unset,No Postcode Info.
132810,1,1,Driver or Rider,Female,26,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH47HD,,,0,Car Driver,unset,No Postcode Info.
132810,2,2,Driver or Rider,Female,41,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH48BL,,,0,Car Driver,unset,No Postcode Info.
132810,2,3,Vehicle or pillion passenger,Female,2,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH48BL,,,0,Car Passenger,unset,No Postcode Info.
133810,1,1,Vehicle or pillion passenger,Female,14,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Rear car seat passenger,Not a psv passenger,,EH309QQ,,,0,Car Passenger,unset,4.519 km
133810,2,2,Vehicle or pillion passenger,Female,45,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH526UA,,,0,Minibus Passenger,unset,3.428 km
135210,1,1,Vehicle or pillion passenger,Female,87,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Alighting,,EH165QY,,,0,Bus/coach Passenger,unset,2.213 km
137810,2,1,Driver or Rider,Female,38,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH193HU,,,0,LGV Driver,unset,13.18 km
139110,1,1,Pedestrian,Male,13,Serious,Unknown,Unknown,S,Pupil on journey to/from school,Not car or van,Not car passenger,Not a psv passenger,,EH47QE,,,0,Pedestrian,unset,No Postcode Info.
141410,1,1,Vehicle or pillion passenger,Female,27,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Standing passenger,,EH61HL,,,0,Bus/coach Passenger,unset,No Postcode Info.
141610,1,1,Pedestrian,Male,77,Slight,"In carriageway, crossing on pedestrian facility",Unknown,E,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH178RB,,,0,Pedestrian,unset,0.2465 km
141910,2,1,Vehicle or pillion passenger,Male,18,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Front seat car passenger,Not a psv passenger,,EH482LD,,,0,Car Passenger,unset,29.79 km
145910,1,1,Pedestrian,Male,54,Slight,In centre of carriageway not on refuge or central island,Crossing from drivers nearside,E,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH112AG,,,0,Pedestrian,unset,1.112 km
147710,1,1,Vehicle or pillion passenger,Female,47,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH114PD,,,0,HGV Passenger,unset,6.167 km
150310,1,1,Driver or Rider,Male,39,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,EH43TB,,,0,Motorcyclist Driver,unset,No Postcode Info.
151710,2,1,Driver or Rider,Female,28,Slight,Unknown,Unknown,\,Not a school pupil,Not car or van,Not car passenger,Not a psv passenger,,FK38HT,,,0,Car Driver,unset,No Postcode Info.
